YearBuilt,SqFootageFinishedLiving,ADDRESS,ASSESSMENT,LOTSQFT.x
1949,1072,1611 DEL MAR DR ,274500,7623
1949,1180,1609 DEL MAR DR ,280500,8712
1946,1888,1607 DEL MAR DR ,371400,8842.68
1947,1021,1605 DEL MAR DR ,278300,8145.72
1946,1131,1603 DEL MAR DR ,283000,8755.56
1947,1525,1601 DEL MAR DR ,313500,8407.08
1951,1335,1615 ROSE HILL DR ,295400,9234.72
1952,1285,1617 ROSE HILL DR ,270300,8755.56
1952,1119,1621 ROSE HILL DR ,294300,12632.4
1952,1119,1619 ROSE HILL DR ,271400,9539.64
1952,1316,1614 ROSE HILL DR ,337100,9278.28
1947,1056,1616 ROSE HILL DR ,291000,9278.28
1952,1054,1618 ROSE HILL DR ,294600,9278.28
1952,1315,1620 ROSE HILL DR ,343100,9278.28
1952,1066,1622 ROSE HILL DR ,314400,9278.28
1952,1572,1624 ROSE HILL DR ,276900,9278.28
1952,943,1626 ROSE HILL DR ,253500,9278.28
1952,1154,1628 ROSE HILL DR ,344100,9278.28
1952,1313,1630 ROSE HILL DR ,318200,11412.72
1947,1051,1612 ROSE HILL DR ,293600,9278.28
1947,1357,1610 ROSE HILL DR ,285300,9016.92
1947,1517,1608 ROSE HILL DR ,328600,9016.92
1948,1072,1606 ROSE HILL DR ,282100,9016.92
1949,1439,1604 ROSE HILL DR ,271700,9016.92
1948,944,1602 ROSE HILL DR ,236800,9016.92
1946,1672,1600 ROSE HILL DR ,321300,9016.92
1950,1319,1512 ROSE HILL DR ,324300,9539.64
1950,1612,1510 ROSE HILL DR ,379600,11151.36
1952,844,1508 ROSE HILL DR ,245600,13068
1965,905,1506 ROSE HILL DR ,263100,15376.68
1946,1680,1501 GREENLEAF LN ,325200,12937.32
1949,1200,1503 GREENLEAF LN ,373600,11543.4
1948,1540,1505 GREENLEAF LN ,364900,11282.04
1948,1499,1507 GREENLEAF LN ,375800,13764.96
1947,1421,1509 GREENLEAF LN ,402200,15289.56
1948,1277,1511 GREENLEAF LN ,322100,14113.44
1954,1564,1322 WELLFORD ST ,412700,13155.12
1955,1227,1320 WELLFORD ST ,342200,13111.56
1952,1459,1318 WELLFORD ST ,436000,15855.84
1952,1136,1314 WELLFORD ST ,244800,12371.04
1953,2060,1310 WELLFORD ST ,426800,9757.44
1954,2061,1308 WELLFORD ST ,483500,10410.84
1952,796,1304 WELLFORD ST ,327300,9365.4
1953,1625,1300 WELLFORD ST ,383700,7971.48
1954,1305,1208 WELLFORD ST ,268600,14331.24
1949,1662,1539 OXFORD RD ,409600,9016.92
1957,1025,1204 WELLFORD ST ,289900,7927.92
1946,2249,1535 OXFORD RD ,617300,12240.36
1952,1948,1324 OXFORD PL ,380600,15376.68
1952,2241,1322 OXFORD PL ,532600,14636.16
1952,1790,1320 OXFORD PL ,453400,13416.48
1952,1496,1318 OXFORD PL ,429400,13329.36
1952,2152,1316 OXFORD PL ,547500,27007.2
1940,1422,1314 OXFORD PL ,351900,38071.44
1928,1919,1310 OXFORD PL ,407800,10541.52
1961,1440,1312 OXFORD PL ,522800,13416.48
1929,2152,1306 OXFORD PL ,434800,14984.64
1953,1947,1307 OXFORD PL ,350100,11586.96
NA,NA,1317 OXFORD PL ,84300,8102.16
0,0,1317 OXFORD PL ,84300,8102.16
1954,1288,1325 OXFORD PL ,556300,6969.6
1937,1760,1329 OXFORD PL ,361500,12240.36
1948,819,1331 OXFORD PL ,272100,3746.16
1946,1739,1527 OXFORD RD ,468800,7579.44
1948,3034,1523 OXFORD RD ,530400,11979
1948,2235,1521 OXFORD RD ,714100,11979
1946,1596,1519 OXFORD RD ,402600,9016.92
1950,1254,1515 OXFORD RD ,331100,9365.4
1932,2160,1509 OXFORD RD ,593300,20691
1951,1456,1507 OXFORD RD ,378800,11979
1933,1536,1503 OXFORD RD ,423500,9016.92
1962,1075,1305 ROSE HILL DR ,292600,8319.96
1961,1189,1501 OXFORD RD ,322000,8276.4
1946,550,1501 ROSE HILL DR ,167100,8276.4
1951,978,1311 ROSE HILL DR ,365200,21605.76
1976,1107,1313 ROSE HILL DR ,342300,13721.4
1976,1082,1315 ROSE HILL DR ,333000,12632.4
1952,1508,1317 ROSE HILL DR ,410800,19122.84
1955,2019,1314 ROSE HILL DR ,418800,20342.52
1954,1235,1459 OXFORD RD ,323900,4225.32
1953,1492,1457 OXFORD RD ,384100,8494.2
1954,1174,1308 ROSE HILL DR ,289900,7230.96
1954,1229,1310 ROSE HILL DR ,320200,8319.96
1971,1483,1316 ROSE HILL DR ,384800,19166.4
1972,2173,1318 ROSE HILL DR ,448200,19514.88
1954,1761,1312 ROSE HILL DR ,456700,0
1973,1000,1320 ROSE HILL DR ,333200,16509.24
1951,892,1455 OXFORD RD ,268400,0
1951,1665,1451 OXFORD RD ,440100,12806.64
1952,1166,1307 HARROW RD ,271300,12806.64
1952,2816,1311 HARROW RD ,721100,27181.44
1952,1235,1443 PLYMOUTH RD ,366600,12153.24
1953,1407,1441 PLYMOUTH RD ,309700,11020.68
1953,1940,1437 PLYMOUTH RD ,423500,12327.48
1952,933,1433 PLYMOUTH RD ,271900,13503.6
1954,1219,1434 PLYMOUTH RD ,273900,13503.6
1952,2174,1438 PLYMOUTH RD ,302100,13503.6
1952,1203,1440 PLYMOUTH RD ,313300,13503.6
1951,2737,1444 PLYMOUTH RD ,522200,13503.6
1954,1465,1445 OXFORD RD ,357200,13634.28
1952,1544,1441 OXFORD RD ,324300,13634.28
1955,1204,1437 OXFORD RD ,331400,13634.28
1952,1533,1443 OXFORD RD ,316400,13634.28
NA,NA,0 250 BYPASS ,96000,226512
1953,1997,1606 GROVE RD ,462000,21910.68
1946,2007,1602 GROVE RD ,470700,25482.6
2017,3564,1508 GROVE RD ,97700,12719.52
1954,1904,1506 GROVE RD ,367100,16988.4
1948,2138,1504 GROVE RD ,448200,25351.92
1949,2740,1603 GROVE RD ,607300,29272.32
1988,2110,1601 GROVE RD ,379100,19950.48
2007,588,1603 YORKTOWN DR ,614500,23173.92
1988,2690,1603 YORKTOWN DR ,614500,23173.92
1949,1819,108 WARREN LN ,374400,42558.12
1952,2323,110 WARREN LN ,618300,41556.24
1972,1194,109 WARREN LN ,353900,26876.52
1961,2670,107 WARREN LN ,539100,32713.56
1953,4202,108 KENWOOD CIR ,565100,32844.24
2016,3972,106 KENWOOD CIR ,990900,31276.08
1952,2555,1612 KENWOOD LN ,510700,17990.28
1955,2578,1613 KENWOOD LN ,441700,28967.4
1953,2132,1607 KENWOOD LN ,492300,38245.68
1955,1941,1603 KENWOOD LN ,419100,21780
1955,2327,1701 YORKTOWN DR ,495700,27486.36
1955,1842,1705 YORKTOWN DR ,372300,35065.8
1958,2060,1707 YORKTOWN DR ,387300,26963.64
1955,2265,1700 YORKTOWN DR ,487800,35065.8
1977,1561,1509 KENWOOD LN ,368800,18164.52
2017,2994,1702 YORKTOWN DR ,113400,27007.2
1956,1979,1702 YORKTOWN DR ,113400,27007.2
1952,1803,1704 YORKTOWN DR ,412300,26920.08
1956,1732,1706 YORKTOWN DR ,340400,35893.44
1964,1960,1501 KENWOOD LN ,366000,15158.88
1961,1892,1705 CONCORD DR ,378400,15986.52
1957,1555,1709 CONCORD DR ,332500,14418.36
1956,1456,1713 CONCORD DR ,315400,14984.64
1956,1408,1715 CONCORD DR ,303900,21867.12
1956,1811,1717 CONCORD DR ,381800,25787.52
1956,1073,1719 CONCORD DR ,298800,16944.84
1958,1537,1721 CONCORD DR ,436100,11979
1958,1651,1723 CONCORD DR ,358300,11979
1956,1134,1729 CONCORD DR ,305700,11979
1957,1091,1733 CONCORD DR ,285100,12371.04
1964,1214,1739 CONCORD DR ,325800,16552.8
1957,1520,1741 CONCORD DR ,379500,14766.84
1954,1207,1425 KENWOOD LN ,327700,16073.64
1977,1133,1423 KENWOOD LN ,337200,10454.4
1945,2486,1703 GALLOWAY DR ,370600,45084.6
1958,1619,1705 GALLOWAY DR ,361100,11456.28
1958,1517,1707 GALLOWAY DR ,321400,11456.28
1960,1517,1402 HOLLY RD ,314300,11979
1985,2344,1404 HOLLY RD ,355900,11979
1957,1829,1406 HOLLY RD ,332100,11979
1966,2098,1439 KENWOOD LN ,418200,27225
1957,1698,1435 KENWOOD LN ,476100,10672.2
1963,1825,1732 CONCORD DR ,310100,11456.28
1956,1479,1730 CONCORD DR ,310400,9321.84
1956,1257,1728 CONCORD DR ,333600,10977.12
1956,2432,1726 CONCORD DR ,372500,13764.96
1956,1686,1712 CONCORD DR ,361800,14984.64
1956,1210,1708 CONCORD DR ,327300,13503.6
1956,1259,1704 CONCORD DR ,313100,13068
1956,1584,1451 KENWOOD LN ,360400,15550.92
1961,1403,1424 KENWOOD LN ,317900,20691
1977,1259,1412 KENWOOD LN ,344000,15028.2
1983,2243,101 PETERSON PLACE ,453100,9931.68
1995,2298,103 PETERSON PLACE ,552600,11238.48
1986,2254,102 PETERSON PLACE ,594100,20778.12
1982,4186,100 PETERSON PLACE ,860000,30753.36
1956,1945,1428 KENWOOD LN ,331700,11543.4
1957,1405,1430 KENWOOD LN ,315900,11979
1956,1538,1434 KENWOOD LN ,278200,11979
1956,2579,1436 KENWOOD LN ,362900,0
1968,1904,1440 KENWOOD LN ,347400,13242.24
1956,1411,1444 KENWOOD LN ,312600,14766.84
1956,2514,1448 KENWOOD LN ,357100,14897.52
1959,1461,1452 KENWOOD LN ,310000,14984.64
1956,1447,1626 CONCORD DR ,314300,14244.12
1955,1425,1624 CONCORD DR ,359900,11151.36
1958,2158,1621 CONCORD DR ,425600,17772.48
1957,3473,1623 CONCORD DR ,497100,12806.64
1955,1889,1625 CONCORD DR ,458500,12806.64
1956,1425,1500 KENWOOD LN ,318300,16814.16
1956,1597,1506 KENWOOD LN ,376400,22956.12
1956,1714,1632 YORKTOWN DR ,399500,0
1955,1998,1628 YORKTOWN DR ,396800,26136
1956,2077,1624 YORKTOWN DR ,444400,30622.68
1957,2335,1622 YORKTOWN DR ,504200,26876.52
1957,2649,1618 YORKTOWN DR ,440600,23130.36
1956,1623,1614 YORKTOWN DR ,406000,22564.08
1957,1556,1610 YORKTOWN DR ,384000,20734.56
1953,1463,1509 GROVE RD ,350100,20952.36
1952,1786,1505 GROVE RD ,427600,27312.12
1957,2664,1609 YORKTOWN DR ,495200,26310.24
1959,2081,1615 YORKTOWN DR ,429400,27486.36
1955,1431,1621 YORKTOWN DR ,282200,14374.8
1956,2149,1623 YORKTOWN DR ,391200,24045.12
1955,1988,1625 YORKTOWN DR ,498700,33584.76
1959,2133,1629 YORKTOWN DR ,441600,29010.96
1959,2525,1600 KENWOOD LN ,440100,20560.32
1954,2648,1604 KENWOOD LN ,397000,26440.92
1965,1809,1617 CONCORD DR ,507200,14287.68
1964,2609,1613 CONCORD DR ,611200,15594.48
1964,3192,1609 CONCORD DR ,685200,14853.96
1966,3002,1605 CONCORD DR ,440600,16770.6
1965,2368,1603 CONCORD DR ,548200,16988.4
1965,1857,1601 CONCORD DR ,479700,14200.56
1973,2576,1503 GROVE RD ,479900,13460.04
1966,3018,1502 GROVE RD ,616100,29228.76
1966,3101,1500 GROVE RD ,619700,27050.76
1964,2035,1448 GROVE RD ,561400,15681.6
1964,2726,1446 GROVE RD ,687100,15855.84
1966,3474,1444 GROVE RD ,716600,15507.36
1966,3170,1442 GROVE RD ,645600,15507.36
1967,3583,1440 GROVE RD ,700200,15507.36
1965,3203,1438 GROVE RD ,610100,15507.36
1966,2708,1436 GROVE RD ,630900,15507.36
1967,3274,1439 GROVE RD ,729400,19689.12
1965,2483,1441 GROVE RD ,573100,0
1964,2488,1443 GROVE RD ,517900,15246
1965,2482,1445 GROVE RD ,515200,13460.04
1963,2891,1600 CONCORD DR ,608700,17598.24
1973,2312,1606 CONCORD DR ,480800,13416.48
1965,3132,1612 CONCORD DR ,635800,22346.28
1964,3514,1426 FOXBROOK LN ,648600,17990.28
1966,3237,1420 FOXBROOK LN ,700800,16639.92
1965,3414,1408 FOXBROOK LN ,621800,19079.28
1964,2631,1429 FOXBROOK LN ,538800,14853.96
1967,3128,1423 FOXBROOK LN ,616800,13982.76
1964,2932,1419 FOXBROOK LN ,565900,14461.92
1966,2466,1413 FOXBROOK LN ,619300,16944.84
1969,2394,1409 FOXBROOK LN ,589900,23435.28
1968,2628,1405 FOXBROOK LN ,622900,14069.88
1968,2996,1401 FOXBROOK LN ,641600,14505.48
1972,2487,1431 GROVE RD ,597300,14069.88
1969,2730,1434 GROVE RD ,588400,17728.92
1969,2712,1432 GROVE RD ,588100,18513
1973,2468,1427 GROVE RD ,519100,13111.56
1955,1374,1711 YORKTOWN DR ,316200,35370.72
1960,2074,1713 YORKTOWN DR ,454900,32147.28
1969,2120,1613 KING MOUNTAIN RD ,483000,61071.12
1957,1946,1612 KING MOUNTAIN RD ,536100,34717.32
1958,1593,1614 KING MOUNTAIN RD ,406800,21997.8
1958,2862,1616 KING MOUNTAIN RD ,474100,23391.72
1961,1546,1617 KING MOUNTAIN RD ,473900,19689.12
1961,2538,1615 KING MOUNTAIN RD ,461200,78408
1958,2712,1715 YORKTOWN DR ,488700,29490.12
1959,2305,1717 YORKTOWN DR ,432300,37243.8
1961,2935,1719 YORKTOWN DR ,495900,28706.04
1960,2947,1721 YORKTOWN DR ,437900,19906.92
1967,1322,1723 YORKTOWN DR ,359400,14984.64
1964,2680,1725 YORKTOWN DR ,372000,14984.64
1967,2348,1727 YORKTOWN DR ,383400,14984.64
1959,2548,1729 YORKTOWN DR ,422600,20691
1957,2334,1824 MEADOWBROOK HEIGHTS RD ,535500,20603.88
1957,1763,1822 MEADOWBROOK HEIGHTS RD ,360000,18077.4
1957,1143,1820 MEADOWBROOK HEIGHTS RD ,373500,19297.08
1959,2461,98 MEADOWBROOK CT ,500500,19950.48
1957,1853,100 MEADOWBROOK CT ,466200,26789.4
1958,2248,102 MEADOWBROOK CT ,432100,45520.2
1957,1728,104 MEADOWBROOK CT ,413300,33541.2
1959,2538,1812 MEADOWBROOK HEIGHTS RD ,478700,22651.2
NA,NA,250 MEADOWBROOK HEIGHTS RD ,5200,9278.28
1957,2009,106 MEADOWBROOK CT ,424600,28531.8
1958,1925,1819 MEADOWBROOK HEIGHTS RD ,413000,18905.04
1958,2262,1821 MEADOWBROOK HEIGHTS RD ,575800,23086.8
1964,2668,1814 YORKTOWN DR ,376400,29969.28
1964,1789,1812 YORKTOWN DR ,450000,40336.56
1959,1726,1810 YORKTOWN DR ,478300,34586.64
1961,1734,1808 YORKTOWN DR ,373200,21170.16
1964,2682,1806 YORKTOWN DR ,372000,20298.96
1969,1223,1804 YORKTOWN DR ,319800,22738.32
1958,1579,1802 YORKTOWN DR ,383600,18382.32
1958,1458,1800 YORKTOWN DR ,345700,17511.12
1957,1733,1505 BUNKER HILL DR ,316500,24480.72
1959,1501,1503 BUNKER HILL DR ,357200,18295.2
1962,2585,1607 JAMESTOWN DR ,445500,16204.32
1969,2030,1609 JAMESTOWN DR ,356400,20255.4
1971,1203,1611 JAMESTOWN DR ,309900,23391.72
1971,1232,1613 JAMESTOWN DR ,329700,33541.2
1960,2040,1601 JAMESTOWN DR ,586200,19645.56
1962,2324,1502 BUNKER HILL DR ,404500,16247.88
1957,1988,1504 BUNKER HILL DR ,394500,44256.96
1958,846,1506 BUNKER HILL DR ,356500,27704.16
1959,1600,1722 YORKTOWN DR ,358800,17511.12
1958,2026,1720 YORKTOWN DR ,416600,17511.12
1958,1581,1718 YORKTOWN DR ,386800,32408.64
1960,464,1716 YORKTOWN DR ,537800,56235.96
1958,1831,1714 YORKTOWN DR ,413900,47262.6
1958,1958,1712 YORKTOWN DR ,582400,41861.16
1957,1451,1710 YORKTOWN DR ,400300,40772.16
1954,1710,1708 YORKTOWN DR ,372600,44605.44
1964,1102,1410 LESTER DR ,315500,11761.2
1959,1521,1412 LESTER DR ,353500,12501.72
1968,1158,1414 LESTER DR ,281600,12501.72
1965,1410,1416 LESTER DR ,313200,12501.72
1961,1259,1418 LESTER DR ,300700,12501.72
1962,1497,1420 LESTER DR ,361500,12501.72
1964,1381,1422 LESTER DR ,314400,12763.08
1965,1605,1408 HOLLY RD ,286400,18120.96
1925,1254,1410 HOLLY RD ,243600,34455.96
1976,1399,100 HOLLY CT ,305000,12196.8
1968,1988,102 HOLLY CT ,356300,20124.72
1965,1260,104 HOLLY CT ,346100,15942.96
1968,1631,106 HOLLY CT ,372000,17424
1969,1612,108 HOLLY CT ,338000,17336.88
1976,1231,110 HOLLY CT ,322400,20691
1979,1742,1502 HOLLY RD ,407800,44082.72
1972,1881,1506 HOLLY RD ,319400,25439.04
1966,1893,1508 HOLLY RD ,547700,18600.12
1965,2203,1508 JAMESTOWN DR ,468900,25047
1966,3009,1512 JAMESTOWN DR ,757500,47741.76
1967,1489,1421 LESTER DR ,320400,16030.08
1960,1692,1419 LESTER DR ,330100,12588.84
1960,1503,1417 LESTER DR ,307800,12588.84
1963,1704,1415 LESTER DR ,339700,12588.84
1972,1439,1413 LESTER DR ,322000,15420.24
1962,2211,1411 LESTER DR ,385100,15420.24
1980,1076,1511 JAMESTOWN DR ,372900,31668.12
1978,1761,1500 JAMESTOWN DR ,371200,23958
1956,1509,1407 LESTER DR ,345400,30317.76
1964,1267,1405 LESTER DR ,336600,22084.92
NA,NA,0 OFF GREENBRIER DR ,101800,1293732
1964,1681,1600 JAMESTOWN DR ,354400,18338.76
1961,1686,1602 JAMESTOWN DR ,339600,17293.32
1960,1534,1604 JAMESTOWN DR ,415900,17119.08
1961,2611,1606 JAMESTOWN DR ,389000,17511.12
1971,1407,1608 JAMESTOWN DR ,374400,17249.76
1971,1274,1610 JAMESTOWN DR ,360100,15202.44
1974,1297,1916 GREENBRIER DR ,278800,23391.72
1974,1297,1918 GREENBRIER DR ,283900,15289.56
1958,1646,1920 GREENBRIER DR ,309600,23391.72
1957,1834,1922 GREENBRIER DR ,313300,18905.04
1974,1297,1924 GREENBRIER DR ,369300,18382.32
1966,1445,2000 GREENBRIER DR ,381100,17728.92
1959,1572,2002 GREENBRIER DR ,338900,17511.12
1957,1514,2004 GREENBRIER DR ,315600,17511.12
1962,2180,2006 GREENBRIER DR ,316400,17511.12
1959,2380,2008 GREENBRIER DR ,419200,17511.12
1959,2350,2010 GREENBRIER DR ,395200,18861.48
1958,1346,2012 GREENBRIER DR ,327700,20037.6
1957,1680,2100 TARLETON DR ,313300,19689.12
1959,1848,2102 TARLETON DR ,290600,22825.44
1959,1147,2104 TARLETON DR ,277300,16509.24
1958,1263,2013 GREENBRIER DR ,299100,21562.2
1961,1905,2011 GREENBRIER DR ,283500,14244.12
1959,1898,2009 GREENBRIER DR ,475600,14244.12
1958,1512,2007 GREENBRIER DR ,335700,14244.12
1957,1452,2005 GREENBRIER DR ,330700,14244.12
1959,2154,2003 GREENBRIER DR ,353000,13285.8
1966,2083,2001 GREENBRIER DR ,325400,11586.96
1963,2174,1923 GREENBRIER DR ,367700,19384.2
1958,2102,1921 GREENBRIER DR ,369000,19514.88
1967,2116,1919 GREENBRIER DR ,347800,20995.92
1966,2120,1917 GREENBRIER DR ,351300,19384.2
1968,1431,2516 HILLWOOD PL ,343800,20211.84
1965,2238,2519 HILLWOOD PL ,376600,31232.52
1965,2490,2517 HILLWOOD PL ,370200,17424
1966,2241,2514 HILLWOOD PL ,351600,29403
1966,2128,2400 KERRY LN ,324600,23870.88
1966,1377,2402 KERRY LN ,333100,16988.4
1965,2702,2404 KERRY LN ,380700,19863.36
1964,1800,2406 KERRY LN ,486100,0
1964,2134,2408 KERRY LN ,374900,18948.6
1964,1381,2412 KERRY LN ,338600,17380.44
1964,2268,2500 HILLWOOD PL ,386200,17990.28
1966,1924,2502 HILLWOOD PL ,383900,12153.24
1965,2382,2504 HILLWOOD PL ,377500,14200.56
1967,1252,2506 HILLWOOD PL ,322800,15594.48
1965,2534,2508 HILLWOOD PL ,388100,16378.56
1965,2025,2510 HILLWOOD PL ,417200,17554.68
1965,2145,2512 HILLWOOD PL ,342100,21518.64
1966,2517,2515 HILLWOOD PL ,395900,15681.6
1964,2796,2513 HILLWOOD PL ,494400,14418.36
1965,2700,2511 HILLWOOD PL ,367900,14461.92
1965,1570,2509 HILLWOOD PL ,376000,14461.92
1964,2336,2507 HILLWOOD PL ,384300,15289.56
1964,2815,2505 HILLWOOD PL ,428200,18643.68
1965,2190,2503 HILLWOOD PL ,444000,18295.2
1966,2594,2501 HILLWOOD PL ,379700,16814.16
1964,1892,2415 KERRY LN ,321100,19514.88
1963,2826,2413 KERRY LN ,502500,15289.56
1964,1565,2411 KERRY LN ,335400,17380.44
1964,2500,2409 KERRY LN ,392300,16378.56
1964,2242,2407 KERRY LN ,399200,16988.4
1965,2198,2405 KERRY LN ,365800,17119.08
1965,2136,2403 KERRY LN ,319600,11935.44
1963,1973,2408 BROOK RD ,407800,22433.4
1963,1571,2410 BROOK RD ,361000,17511.12
1963,2080,2412 BROOK RD ,378400,16335
1963,2267,2414 HILLWOOD PL ,397000,20821.68
1965,2366,2413 BROOK RD ,319300,15289.56
1963,1198,2415 BROOK RD ,345400,15768.72
1963,1248,2410 HILLWOOD PL ,312800,20691
1964,2059,2407 HILLWOOD PL ,455400,0
1964,2085,2409 HILLWOOD PL ,402600,16030.08
1964,1218,2411 HILLWOOD PL ,308000,14984.64
1963,2043,2413 HILLWOOD PL ,339200,16509.24
1963,3064,2415 HILLWOOD PL ,382600,14984.64
1963,976,2417 HILLWOOD PL ,311800,14984.64
1964,2128,2419 HILLWOOD PL ,345400,17249.76
1963,1271,2421 HILLWOOD PL ,340700,17990.28
1966,2122,2505 KERRY LN ,326100,26745.84
1967,2558,2507 KERRY LN ,393400,17467.56
1967,2040,2509 KERRY LN ,458700,15681.6
1967,1282,2511 KERRY LN ,345400,12327.48
1967,2549,101 KERRY LN ,342600,14941.08
1967,1978,103 KERRY LN ,382800,14026.32
1967,2377,105 KERRY LN ,364400,14026.32
1966,1809,107 KERRY LN ,369000,14418.36
1967,2122,109 KERRY LN ,352200,16117.2
1967,2314,111 KERRY LN ,366700,19994.04
1968,1428,110 KERRY LN ,265400,15376.68
1968,1900,108 KERRY LN ,351200,15463.8
1968,2206,106 KERRY LN ,448500,16857.72
1968,3175,104 KERRY LN ,393100,15376.68
1967,1624,102 KERRY LN ,372900,15812.28
1968,2190,2506 KERRY LN ,400700,15638.04
1966,1904,2504 KERRY LN ,374600,15986.52
1970,1512,1943 MICHAEL PL ,394500,26832.96
1972,1285,1945 MICHAEL PL ,354500,16596.36
1971,1306,1947 MICHAEL PL ,355200,16944.84
1971,1920,1949 MICHAEL PL ,355300,15289.56
1971,1290,1951 MICHAEL PL ,358500,14984.64
1971,1288,100 MARIE PL ,331000,14505.48
1971,1415,102 MARIE PL ,329700,13634.28
1969,1487,104 MARIE PL ,354500,20995.92
1972,1290,106 MARIE PL ,324900,22781.88
1972,1544,105 MARIE PL ,377600,19950.48
1972,1481,103 MARIE PL ,349100,14418.36
1971,1389,101 MARIE PL ,327500,16988.4
1970,1693,100 MELISSA PL ,367500,15681.6
1970,2317,102 MELISSA PL ,406900,14723.28
1970,2150,104 MELISSA PL ,333600,15550.92
1969,1194,105 MELISSA PL ,345900,18905.04
1968,2317,103 MELISSA PL ,357800,13547.16
1969,2373,101 MELISSA PL ,384900,15942.96
1969,2130,2214 BRANDYWINE DR ,333800,17598.24
1968,2375,2218 BRANDYWINE DR ,418600,18687.24
1970,2820,2222 BRANDYWINE DR ,455400,18425.88
1972,2803,2224 BRANDYWINE DR ,380400,18208.08
1972,1283,2226 BRANDYWINE DR ,363100,16117.2
1972,1455,2228 BRANDYWINE DR ,333500,15420.24
1971,1288,2230 BRANDYWINE DR ,361400,15420.24
1971,1255,2232 BRANDYWINE DR ,343600,15638.04
1968,2369,2234 BRANDYWINE DR ,371800,16204.32
1975,2183,2236 BRANDYWINE DR ,338500,15463.8
1973,1332,2238 BRANDYWINE DR ,342500,15376.68
1972,1884,2240 BRANDYWINE DR ,387600,15855.84
1973,2352,2242 BRANDYWINE DR ,444700,17641.8
1973,1799,2244 BRANDYWINE DR ,369700,18600.12
1972,2136,2246 BRANDYWINE DR ,373600,18861.48
1972,2189,2248 BRANDYWINE DR ,467200,15986.52
1972,1922,2250 BRANDYWINE DR ,360300,14897.52
1973,1410,2312 GLENN CT ,365000,15463.8
1972,1176,2310 GLENN CT ,320700,11282.04
1973,1306,2308 GLENN CT ,336500,11151.36
1972,1290,2306 GLENN CT ,325300,12675.96
1973,1225,2305 GLENN CT ,329400,10236.6
1973,1295,2309 GLENN CT ,357000,11238.48
1973,2932,2311 GLENN CT ,434200,14679.72
1974,1397,2313 GLENN CT ,400800,22172.04
1975,1640,2315 GLENN CT ,344300,16857.72
1973,1341,2317 GLENN CT ,395800,17336.88
1972,1512,2319 GLENN CT ,423400,16857.72
1974,1322,2321 GLENN CT ,337900,16727.04
1972,1623,2323 GLENN CT ,394200,16204.32
1972,1339,2325 GLENN CT ,328400,15507.36
1972,1344,2327 GLENN CT ,382000,14941.08
1973,1344,2329 GLENN CT ,341100,14244.12
1973,1346,2331 GLENN CT ,351400,17424
1975,1290,2333 GLENN CT ,337400,22956.12
1974,2192,2334 GLENN CT ,436700,24654.96
1973,1397,2332 GLENN CT ,361300,18469.44
1973,1400,2330 GLENN CT ,367200,11848.32
1972,1825,2328 GLENN CT ,437500,12501.72
1972,2128,2324 GLENN CT ,349000,14679.72
1972,1332,2241 BRANDYWINE DR ,348100,11238.48
1973,1295,2239 BRANDYWINE DR ,405400,11891.88
1973,1212,2237 BRANDYWINE DR ,396600,14069.88
1957,978,1218 SHERWOOD RD ,254800,22215.6
1957,985,1216 SHERWOOD RD ,312400,9757.44
1955,1170,1214 SHERWOOD RD ,320900,10933.56
1955,1233,1210 SHERWOOD RD ,320000,10497.96
1952,1266,1208 SHERWOOD RD ,320200,13416.48
1952,1255,1204 SHERWOOD RD ,310100,11848.32
1951,1031,1200 SHERWOOD RD ,312700,0
1953,1790,1114 SHERWOOD RD ,317600,12240.36
2011,2577,1106 SHERWOOD RD ,576400,11194.92
1950,1390,1415 RUGBY AVE ,261500,12066.12
1969,2060,1319 GROVE RD ,369000,15507.36
1971,1195,1317 GROVE RD ,307800,12893.76
1970,3150,1318 GROVE RD ,381100,9844.56
1972,2560,1415 MELBOURNE RD ,279500,12850.2
1971,1242,1409 MELBOURNE RD ,337600,13285.8
1970,1240,103 GROVER CT ,332200,11848.32
1971,1237,105 GROVER CT ,327600,16683.48
1970,1513,104 GROVER CT ,361900,17728.92
1969,1244,102 GROVER CT ,327300,15071.76
1971,1225,100 GROVER CT ,338100,11020.68
1968,1591,1403 MELBOURNE RD ,356100,10890
1969,1247,1401 MELBOURNE RD ,307300,11499.84
1971,1237,1315 GROVE RD ,311300,12153.24
1971,1562,1313 GROVE RD ,267500,0
1963,1718,1311 GROVE RD ,363400,13285.8
1971,1522,1309 GROVE RD ,347100,25613.28
1971,1235,1310 GROVE RD ,338800,18382.32
1971,1450,1312 GROVE RD ,408000,12153.24
1971,1232,1314 GROVE RD ,320600,10802.88
1971,1232,1316 GROVE RD ,316400,10585.08
1929,3610,1324 KENWOOD LN ,498500,37679.4
1969,1620,1325 KENWOOD LN ,335000,11282.04
1956,1408,1323 KENWOOD LN ,312100,10410.84
1956,1435,1321 KENWOOD LN ,333600,13939.2
1956,2115,1319 KENWOOD LN ,366100,15289.56
1956,1806,1317 KENWOOD LN ,304900,13939.2
1972,1287,1315 KENWOOD LN ,286600,12240.36
1974,1549,1313 KENWOOD LN ,308100,10497.96
1960,2006,1311 KENWOOD LN ,357600,14984.64
1958,1948,1300 CARTER LN ,492500,13198.68
1957,1357,1302 CARTER LN ,296300,10977.12
